date,description,amount,type
2024-07-09,Deliveroo,18.91,expense
2024-07-09,Netflix,10.99,expense
2024-07-09,Starbucks,6.97,expense
2024-07-09,Home Insurance,31.94,expense
2024-07-09,Aldi,42.28,expense
2024-07-09,Spotify,10.99,expense
2024-07-10,Gas & Electric,124.08,expense
2024-07-10,Pizza Express,33.73,expense
2024-07-10,M&S Food,71.03,expense
2024-07-10,Optician,45.13,expense
2024-07-10,eBay Purchase,72.93,expense
2024-07-10,KFC,12.21,expense
2024-07-10,Side Hustle,122.66,income
2024-07-10,John Lewis,222.28,expense
2024-07-10,Greggs,3.47,expense
2024-07-10,eBay Purchase,97.84,expense
2024-07-10,YouTube Premium,12.99,expense
2024-07-10,Pizza Express,32.47,expense
2024-07-10,Apple iCloud,2.99,expense
2024-07-10,John Lewis,274.41,expense
2024-07-11,Uber,24.64,expense
2024-07-11,Water Bill,40.03,expense
2024-07-11,Nandos,15.65,expense
2024-07-11,Starbucks,6.86,expense
2024-07-11,Trainline,75.40,expense
2024-07-11,eBay Purchase,89.53,expense
2024-07-11,ASOS,64.16,expense
2024-07-11,YouTube Premium,12.99,expense
2024-07-11,Shell Fuel,42.97,expense
2024-07-11,Waitrose,86.95,expense
2024-07-11,Cashback,14.10,income
2024-07-11,eBay Purchase,23.16,expense
2024-07-11,Dentist,75.54,expense
2024-07-11,Pizza Express,26.05,expense
2024-07-11,Bank Interest,15.91,income
2024-07-11,Currys,382.55,expense
2024-07-11,Superdrug,20.54,expense
2024-07-11,Deliveroo,16.27,expense
2024-07-12,McDonalds,13.30,expense
2024-07-12,Superdrug,16.84,expense
2024-07-12,Car Insurance,43.61,expense
2024-07-12,TfL Travel,5.59,expense
2024-07-12,Rent Payment,1333.17,expense
2024-07-12,ASOS,40.78,expense
2024-07-12,Tesco,48.79,expense
2024-07-12,Boots,38.87,expense
2024-07-12,Superdrug,16.29,expense
2024-07-12,Home Insurance,28.27,expense
2024-07-13,Premier Inn,102.89,expense
2024-07-13,Gas & Electric,199.52,expense
2024-07-13,Starbucks,7.73,expense
2024-07-13,Gym Membership,44.44,expense
2024-07-13,McDonalds,5.43,expense
2024-07-13,Nandos,35.26,expense
2024-07-13,Council Tax,165.00,expense
2024-07-13,National Rail,73.91,expense
2024-07-13,Optician,156.26,expense
2024-07-13,Waitrose,65.26,expense
2024-07-14,BT Broadband,42.46,expense
2024-07-14,Salary,3566.72,income
2024-07-14,Costa Coffee,6.79,expense
2024-07-14,Optician,144.69,expense
2024-07-14,Home Insurance,33.76,expense
2024-07-14,Rent Payment,1112.26,expense
2024-07-14,Tesco,71.19,expense
2024-07-14,Trainline,49.69,expense
2024-07-14,Superdrug,7.02,expense
2024-07-15,YouTube Premium,12.99,expense
2024-07-15,Esso Fuel,57.90,expense
2024-07-15,O2 Mobile,39.65,expense
2024-07-15,Uber Eats,23.45,expense
2024-07-15,Mortgage Payment,876.77,expense
2024-07-15,Spotify,10.99,expense
2024-07-15,Car Insurance,40.47,expense
2024-07-15,Gym Membership,40.78,expense
2024-07-15,Home Insurance,32.36,expense
2024-07-15,Sainsburys,128.65,expense
2024-07-15,Uber,22.05,expense
2024-07-15,TfL Travel,2.80,expense
2024-07-15,Pizza Express,33.04,expense
2024-07-16,Apple iCloud,2.99,expense
2024-07-16,Cashback,6.29,income
2024-07-16,KFC,12.43,expense
2024-07-16,Costa Coffee,3.37,expense
2024-07-16,EE Mobile,30.35,expense
2024-07-16,Esso Fuel,65.60,expense
2024-07-16,John Lewis,250.60,expense
2024-07-16,Side Hustle,138.35,income
2024-07-16,Mortgage Payment,1249.06,expense
2024-07-16,Nandos,15.16,expense
2024-07-16,Amazon,170.71,expense
2024-07-16,O2 Mobile,35.55,expense
2024-07-16,Home Insurance,25.55,expense
2024-07-16,TfL Travel,9.68,expense
2024-07-16,Premier Inn,74.51,expense
2024-07-16,Uber,23.55,expense
2024-07-16,ASOS,35.22,expense
2024-07-16,Sainsburys,103.45,expense
2024-07-16,Shell Fuel,66.59,expense
2024-07-17,Just Eat,16.24,expense
2024-07-17,Home Insurance,25.17,expense
2024-07-17,Uber,10.64,expense
2024-07-17,Optician,31.88,expense
2024-07-17,Apple iCloud,2.99,expense
2024-07-18,KFC,12.81,expense
2024-07-18,Boots,33.27,expense
2024-07-18,Side Hustle,420.08,income
2024-07-18,Trainline,54.94,expense
2024-07-18,ASOS,65.80,expense
2024-07-18,Gym Membership,34.05,expense
2024-07-18,Sainsburys,98.55,expense
2024-07-18,Amazon,40.71,expense
2024-07-18,Cashback,9.77,income
2024-07-18,Esso Fuel,30.80,expense
2024-07-18,Spotify,10.99,expense
2024-07-18,EE Mobile,38.35,expense
2024-07-18,Disney+,7.99,expense
2024-07-19,EE Mobile,41.41,expense
2024-07-19,Tesco,53.03,expense
2024-07-19,YouTube Premium,12.99,expense
2024-07-19,Uber Eats,22.62,expense
2024-07-19,Waitrose,35.44,expense
2024-07-19,Salary,2131.98,income
2024-07-19,Gas & Electric,135.38,expense
2024-07-19,Disney+,7.99,expense
2024-07-19,Pub / Bar,32.41,expense
2024-07-19,Bank Interest,11.36,income
2024-07-20,Gym Membership,35.49,expense
2024-07-20,Pharmacy,21.49,expense
2024-07-20,M&S Food,36.81,expense
2024-07-20,ASOS,34.00,expense
2024-07-20,Council Tax,173.49,expense
2024-07-20,Netflix,10.99,expense
2024-07-20,Bank Interest,10.22,income
2024-07-20,Trainline,55.74,expense
2024-07-20,Trainline,45.26,expense
2024-07-20,Boots,26.68,expense
2024-07-20,Gas & Electric,162.84,expense
2024-07-21,EE Mobile,33.37,expense
2024-07-21,Apple iCloud,2.99,expense
2024-07-21,Trainline,42.71,expense
2024-07-21,ASOS,45.46,expense
2024-07-21,EE Mobile,38.63,expense
2024-07-21,KFC,7.79,expense
2024-07-21,Starbucks,4.06,expense
2024-07-21,Car Insurance,54.12,expense
2024-07-21,M&S Food,23.58,expense
2024-07-21,Superdrug,10.49,expense
2024-07-21,O2 Mobile,26.55,expense
2024-07-21,Pub / Bar,42.29,expense
2024-07-21,John Lewis,245.93,expense
2024-07-21,Council Tax,151.06,expense
2024-07-21,Wagamama,18.86,expense
2024-07-21,Trainline,75.69,expense
2024-07-22,Ryanair,197.10,expense
2024-07-22,Disney+,7.99,expense
2024-07-22,Netflix,10.99,expense
2024-07-22,Disney+,7.99,expense
2024-07-22,Starbucks,6.70,expense
2024-07-22,BP Fuel,59.97,expense
2024-07-22,Cinema,16.78,expense
2024-07-23,Council Tax,167.48,expense
2024-07-23,Pret A Manger,11.11,expense
2024-07-23,ASOS,75.67,expense
2024-07-23,Amazon,67.63,expense
2024-07-23,Deliveroo,24.03,expense
2024-07-23,Shell Fuel,83.64,expense
2024-07-23,Argos,14.10,expense
2024-07-23,Amazon,55.57,expense
2024-07-23,YouTube Premium,12.99,expense
2024-07-23,Ryanair,173.12,expense
2024-07-23,Shell Fuel,61.83,expense
2024-07-23,Costa Coffee,3.07,expense
2024-07-23,Disney+,7.99,expense
2024-07-24,Shell Fuel,41.65,expense
2024-07-24,Mortgage Payment,903.41,expense
2024-07-24,Pizza Express,43.56,expense
2024-07-24,Premier Inn,73.05,expense
2024-07-24,Freelance Payment,1251.93,income
2024-07-24,Amazon,61.44,expense
2024-07-24,Aldi,42.83,expense
2024-07-24,Nandos,18.18,expense
2024-07-24,Starbucks,5.41,expense
2024-07-25,Esso Fuel,76.65,expense
2024-07-25,John Lewis,220.74,expense
2024-07-25,Disney+,7.99,expense
2024-07-25,Just Eat,29.48,expense
2024-07-25,Deliveroo,31.18,expense
2024-07-25,Disney+,7.99,expense
2024-07-25,Greggs,2.22,expense
2024-07-25,Gym Membership,46.93,expense
2024-07-25,Dentist,62.99,expense
2024-07-25,Car Insurance,52.51,expense
2024-07-25,Home Insurance,33.32,expense
2024-07-25,YouTube Premium,12.99,expense
2024-07-25,Disney+,7.99,expense
2024-07-25,Gas & Electric,129.53,expense
2024-07-25,Side Hustle,483.66,income
2024-07-26,Side Hustle,163.90,income
2024-07-26,Shell Fuel,59.79,expense
2024-07-26,Spotify,10.99,expense
2024-07-26,Pret A Manger,10.23,expense
2024-07-26,Car Insurance,43.47,expense
2024-07-26,Pub / Bar,31.54,expense
2024-07-26,Dentist,55.28,expense
2024-07-26,Boots,5.56,expense
2024-07-26,Waitrose,164.35,expense
2024-07-26,BP Fuel,45.28,expense
2024-07-26,Tesco,48.15,expense
2024-07-27,Greggs,3.56,expense
2024-07-27,Optician,132.01,expense
2024-07-27,Nandos,35.87,expense
2024-07-27,Dividend Payment,61.19,income
2024-07-27,Sainsburys,67.11,expense
2024-07-27,Car Insurance,44.89,expense
2024-07-27,National Rail,42.64,expense
2024-07-27,Water Bill,38.15,expense
2024-07-27,Pharmacy,22.64,expense
2024-07-27,Amazon,103.98,expense
2024-07-27,Waitrose,103.35,expense
2024-07-28,ASOS,30.51,expense
2024-07-28,Shell Fuel,67.60,expense
2024-07-28,Trainline,16.47,expense
2024-07-28,Deliveroo,14.34,expense
2024-07-28,Costa Coffee,4.16,expense
2024-07-28,Uber Eats,34.91,expense
2024-07-28,eBay Purchase,50.71,expense
2024-07-28,Cinema,11.69,expense
2024-07-28,Wagamama,21.73,expense
2024-07-28,Tesco,46.17,expense
2024-07-28,Wagamama,34.30,expense
2024-07-28,Side Hustle,349.16,income
2024-07-28,Council Tax,179.00,expense
2024-07-28,Pret A Manger,8.68,expense
2024-07-28,BT Broadband,39.52,expense
2024-07-28,TfL Travel,12.34,expense
2024-07-29,BT Broadband,36.89,expense
2024-07-29,Shell Fuel,60.99,expense
2024-07-29,Mortgage Payment,1287.24,expense
2024-07-29,Home Insurance,33.13,expense
2024-07-29,Spotify,10.99,expense
2024-07-29,Bank Interest,18.21,income
2024-07-29,John Lewis,82.57,expense
2024-07-29,Lidl,55.28,expense
2024-07-29,Premier Inn,98.28,expense
2024-07-29,Mortgage Payment,1065.18,expense
2024-07-29,Disney+,7.99,expense
2024-07-29,Tesco,110.16,expense
2024-07-29,Nandos,33.25,expense
2024-07-29,Costa Coffee,7.49,expense
2024-07-30,Boots,17.28,expense
2024-07-30,Disney+,7.99,expense
2024-07-30,Deliveroo,17.74,expense
2024-07-30,Wagamama,19.12,expense
2024-07-30,Council Tax,162.25,expense
2024-07-30,Uber,8.34,expense
2024-07-30,Amazon,130.79,expense
2024-07-30,Shell Fuel,89.37,expense
2024-07-30,Car Insurance,44.73,expense
2024-07-30,Uber,18.35,expense
2024-07-30,BT Broadband,43.18,expense
2024-07-30,Greggs,3.17,expense
2024-07-30,Greggs,3.61,expense
2024-07-31,BP Fuel,68.02,expense
2024-07-31,Dentist,69.24,expense
2024-07-31,Council Tax,163.25,expense
2024-07-31,Freelance Payment,271.58,income
2024-07-31,Starbucks,4.90,expense
2024-07-31,Dividend Payment,160.58,income
2024-07-31,Premier Inn,90.02,expense
2024-07-31,Aldi,38.89,expense
2024-07-31,Lidl,22.76,expense
2024-07-31,Gas & Electric,163.12,expense
2024-07-31,Disney+,7.99,expense
2024-07-31,Gym Membership,35.03,expense
2024-07-31,Tesco,37.03,expense
2024-07-31,Wagamama,17.82,expense
2024-07-31,Side Hustle,419.70,income
2024-07-31,Shell Fuel,64.91,expense
2024-07-31,Mortgage Payment,1090.60,expense
2024-08-01,Premier Inn,117.28,expense
2024-08-01,John Lewis,243.87,expense
2024-08-01,Superdrug,12.49,expense
2024-08-01,Pizza Express,23.38,expense
2024-08-01,Bank Interest,14.94,income
2024-08-01,Just Eat,20.18,expense
2024-08-01,Dentist,51.36,expense
2024-08-01,Disney+,7.99,expense
2024-08-01,Dentist,66.55,expense
2024-08-01,Wagamama,34.56,expense
2024-08-01,Apple iCloud,2.99,expense
2024-08-01,Pharmacy,29.21,expense
2024-08-01,Side Hustle,399.37,income
2024-08-01,Bank Interest,19.64,income
2024-08-01,Gas & Electric,132.14,expense
2024-08-01,Argos,25.36,expense
2024-08-02,Rent Payment,1455.66,expense
2024-08-02,Pizza Express,28.60,expense
2024-08-02,Side Hustle,337.30,income
2024-08-02,O2 Mobile,33.81,expense
2024-08-02,Gas & Electric,168.88,expense
2024-08-02,Ryanair,79.82,expense
2024-08-02,Amazon,94.87,expense
2024-08-02,Uber,13.95,expense
2024-08-02,Waitrose,90.95,expense
2024-08-02,Deliveroo,12.11,expense
2024-08-02,Costa Coffee,7.20,expense
2024-08-02,Greggs,2.08,expense
2024-08-02,ASOS,19.30,expense
2024-08-02,O2 Mobile,29.94,expense
2024-08-02,Currys,389.48,expense
2024-08-02,Sainsburys,47.04,expense
2024-08-02,Optician,96.43,expense
2024-08-03,National Rail,103.34,expense
2024-08-03,Dentist,42.34,expense
2024-08-03,M&S Food,81.54,expense
2024-08-03,John Lewis,199.77,expense
2024-08-03,Pub / Bar,30.28,expense
2024-08-03,Salary,2408.48,income
2024-08-03,Boots,36.45,expense
2024-08-03,Home Insurance,33.37,expense
2024-08-03,Council Tax,173.33,expense
2024-08-03,John Lewis,95.14,expense
2024-08-03,John Lewis,162.32,expense
2024-08-03,Premier Inn,52.63,expense
2024-08-04,Water Bill,32.78,expense
2024-08-04,Pub / Bar,35.75,expense
2024-08-04,Dentist,74.58,expense
2024-08-04,Greggs,4.92,expense
2024-08-04,Netflix,10.99,expense
2024-08-04,YouTube Premium,12.99,expense
2024-08-04,Rent Payment,878.75,expense
2024-08-04,Currys,144.59,expense
2024-08-05,BP Fuel,52.02,expense
2024-08-05,M&S Food,32.36,expense
2024-08-05,Nandos,34.19,expense
2024-08-05,ASOS,31.58,expense
2024-08-05,Car Insurance,44.53,expense
2024-08-05,Spotify,10.99,expense
2024-08-05,Pret A Manger,6.47,expense
2024-08-05,Home Insurance,27.45,expense
2024-08-05,Amazon,149.22,expense
2024-08-05,Trainline,68.28,expense
2024-08-06,Pret A Manger,11.53,expense
2024-08-06,Superdrug,6.82,expense
2024-08-06,Dividend Payment,118.08,income
2024-08-06,Aldi,79.15,expense
2024-08-06,Gym Membership,35.75,expense
2024-08-06,Disney+,7.99,expense
2024-08-06,Car Insurance,55.47,expense
2024-08-06,Greggs,2.84,expense
2024-08-06,eBay Purchase,64.88,expense
2024-08-06,National Rail,98.71,expense
2024-08-06,O2 Mobile,35.91,expense
2024-08-06,Premier Inn,55.11,expense
2024-08-06,Lidl,24.17,expense
2024-08-07,Esso Fuel,43.99,expense
2024-08-07,National Rail,42.51,expense
2024-08-07,Just Eat,24.16,expense
2024-08-07,Salary,3226.73,income
2024-08-07,Nandos,37.31,expense
2024-08-07,McDonalds,14.55,expense
2024-08-07,Cashback,5.46,income
2024-08-07,Boots,25.87,expense
2024-08-07,Freelance Payment,832.59,income
2024-08-07,Costa Coffee,3.54,expense
2024-08-07,Waitrose,36.27,expense
2024-08-08,KFC,9.14,expense
2024-08-08,Council Tax,167.04,expense
2024-08-08,Home Insurance,29.89,expense
2024-08-08,TfL Travel,9.18,expense
2024-08-08,Superdrug,3.72,expense
2024-08-08,YouTube Premium,12.99,expense
2024-08-08,eBay Purchase,55.22,expense
2024-08-08,National Rail,85.99,expense
2024-08-08,Gym Membership,44.70,expense
2024-08-08,KFC,13.28,expense
2024-08-08,BP Fuel,74.81,expense
2024-08-08,Premier Inn,69.69,expense
2024-08-09,Costa Coffee,3.51,expense
2024-08-09,Deliveroo,22.64,expense
2024-08-09,Costa Coffee,3.05,expense
2024-08-09,Greggs,2.71,expense
2024-08-09,Pharmacy,8.30,expense
2024-08-09,M&S Food,29.21,expense
2024-08-09,M&S Food,45.00,expense
2024-08-09,Car Insurance,50.19,expense
2024-08-09,Just Eat,20.88,expense
2024-08-09,EE Mobile,35.58,expense
2024-08-09,Currys,355.88,expense
2024-08-09,EE Mobile,31.68,expense
2024-08-10,Costa Coffee,3.70,expense
2024-08-10,Trainline,22.92,expense
2024-08-10,Amazon,38.50,expense
2024-08-10,National Rail,71.55,expense
2024-08-10,TfL Travel,5.63,expense
2024-08-10,Pharmacy,18.81,expense
2024-08-10,O2 Mobile,37.09,expense
2024-08-10,KFC,5.83,expense
2024-08-10,EE Mobile,31.39,expense
2024-08-10,Pret A Manger,6.05,expense
2024-08-10,M&S Food,67.00,expense
2024-08-10,Tesco,69.48,expense
2024-08-10,Bank Interest,18.58,income
2024-08-11,Premier Inn,102.83,expense
2024-08-11,Aldi,39.66,expense
2024-08-11,Cinema,12.12,expense
2024-08-11,Esso Fuel,39.14,expense
2024-08-11,Shell Fuel,71.65,expense
2024-08-11,Cinema,13.45,expense
2024-08-11,Spotify,10.99,expense
2024-08-11,Currys,41.35,expense
2024-08-11,Starbucks,6.87,expense
2024-08-11,John Lewis,115.27,expense
2024-08-11,Apple iCloud,2.99,expense
2024-08-11,Premier Inn,52.73,expense
2024-08-11,Esso Fuel,71.89,expense
2024-08-11,Pret A Manger,11.32,expense
2024-08-12,Side Hustle,400.34,income
2024-08-12,Shell Fuel,58.09,expense
2024-08-12,McDonalds,14.25,expense
2024-08-12,eBay Purchase,35.11,expense
2024-08-12,Pret A Manger,10.02,expense
2024-08-12,Disney+,7.99,expense
2024-08-12,Just Eat,21.63,expense
2024-08-12,Car Insurance,41.31,expense
2024-08-12,Nandos,19.66,expense
2024-08-12,Gas & Electric,188.36,expense
2024-08-12,Cashback,16.81,income
2024-08-13,Esso Fuel,41.24,expense
2024-08-13,KFC,13.00,expense
2024-08-13,Freelance Payment,754.07,income
2024-08-13,Cashback,10.72,income
2024-08-13,Side Hustle,175.31,income
2024-08-13,Esso Fuel,57.61,expense
2024-08-13,Rent Payment,1457.89,expense
2024-08-13,Greggs,3.79,expense
2024-08-13,eBay Purchase,94.32,expense
2024-08-13,Cinema,13.83,expense
2024-08-13,Tesco,40.07,expense
2024-08-13,Nandos,19.09,expense
2024-08-13,Apple iCloud,2.99,expense
2024-08-13,Currys,59.90,expense
2024-08-13,Dentist,77.28,expense
2024-08-13,Premier Inn,84.00,expense
2024-08-13,Netflix,10.99,expense
2024-08-13,Tesco,76.70,expense
2024-08-14,McDonalds,5.76,expense
2024-08-14,National Rail,63.61,expense
2024-08-14,Premier Inn,101.21,expense
2024-08-14,Mortgage Payment,927.23,expense
2024-08-14,KFC,14.35,expense
2024-08-14,Cinema,13.55,expense
2024-08-14,Bank Interest,1.70,income
2024-08-14,Deliveroo,32.70,expense
2024-08-14,Uber,28.02,expense
2024-08-14,McDonalds,8.51,expense
2024-08-14,Sainsburys,140.92,expense
2024-08-15,Argos,140.27,expense
2024-08-15,Cinema,14.01,expense
2024-08-15,Home Insurance,33.71,expense
2024-08-15,Costa Coffee,6.91,expense
2024-08-15,Pub / Bar,14.09,expense
2024-08-15,Pizza Express,36.39,expense
2024-08-15,Trainline,66.27,expense
2024-08-15,Spotify,10.99,expense
2024-08-15,Wagamama,21.31,expense
2024-08-15,O2 Mobile,28.93,expense
2024-08-15,Uber,23.96,expense
2024-08-15,Waitrose,123.89,expense
2024-08-15,Refund,62.35,income
2024-08-15,Ryanair,56.75,expense
2024-08-16,Costa Coffee,6.38,expense
2024-08-16,Dentist,21.36,expense
2024-08-16,Netflix,10.99,expense
2024-08-16,Argos,124.41,expense
2024-08-16,Council Tax,183.46,expense
2024-08-16,Optician,82.16,expense
2024-08-16,ASOS,38.15,expense
2024-08-16,Premier Inn,90.85,expense
2024-08-16,Greggs,5.88,expense
2024-08-16,Wagamama,34.61,expense
2024-08-16,Premier Inn,51.32,expense
2024-08-16,Freelance Payment,1182.81,income
2024-08-16,Superdrug,7.04,expense
2024-08-16,Uber,14.76,expense
2024-08-16,Greggs,2.95,expense
2024-08-16,Bank Interest,23.00,income
2024-08-16,ASOS,63.70,expense
2024-08-17,Gym Membership,37.78,expense
2024-08-17,Uber,13.68,expense
2024-08-17,Salary,2385.06,income
2024-08-17,Salary,4307.78,income
2024-08-17,Freelance Payment,352.41,income
2024-08-17,Sainsburys,71.66,expense
2024-08-17,Uber,19.07,expense
2024-08-17,McDonalds,5.64,expense
2024-08-17,Uber Eats,34.63,expense
2024-08-17,BT Broadband,35.83,expense
2024-08-17,KFC,11.00,expense
2024-08-17,Uber,26.89,expense
2024-08-17,Just Eat,20.95,expense
2024-08-18,eBay Purchase,77.80,expense
2024-08-18,Currys,424.52,expense
2024-08-18,McDonalds,9.34,expense
2024-08-18,Greggs,3.29,expense
2024-08-18,Pizza Express,30.08,expense
2024-08-18,Pret A Manger,8.36,expense
2024-08-18,Tesco,99.82,expense
2024-08-18,Ryanair,63.01,expense
2024-08-18,Disney+,7.99,expense
2024-08-18,Mortgage Payment,1240.32,expense
2024-08-18,BP Fuel,66.30,expense
2024-08-19,Just Eat,21.22,expense
2024-08-19,Cinema,18.48,expense
2024-08-19,YouTube Premium,12.99,expense
2024-08-19,Boots,7.16,expense
2024-08-19,M&S Food,68.83,expense
2024-08-19,Costa Coffee,4.89,expense
2024-08-19,Car Insurance,53.19,expense
2024-08-19,Water Bill,43.56,expense
2024-08-19,Gas & Electric,90.17,expense
2024-08-19,Ryanair,57.51,expense
2024-08-19,EE Mobile,39.71,expense
2024-08-19,Gas & Electric,163.00,expense
2024-08-19,Gym Membership,41.58,expense
2024-08-19,Freelance Payment,1298.70,income
2024-08-19,Pharmacy,25.36,expense
2024-08-20,eBay Purchase,4.37,expense
2024-08-20,McDonalds,7.72,expense
2024-08-20,Optician,111.52,expense
2024-08-20,Greggs,5.99,expense
2024-08-20,Rent Payment,1354.23,expense
2024-08-20,John Lewis,195.23,expense
2024-08-20,Home Insurance,29.40,expense
2024-08-20,Pharmacy,13.07,expense
2024-08-20,Boots,20.75,expense
2024-08-20,Pharmacy,19.28,expense
2024-08-21,Ryanair,62.83,expense
2024-08-21,Superdrug,13.57,expense
2024-08-21,Tesco,19.62,expense
2024-08-21,Apple iCloud,2.99,expense
2024-08-21,Salary,2065.88,income
2024-08-21,eBay Purchase,12.83,expense
2024-08-21,Trainline,69.34,expense
2024-08-21,Currys,340.82,expense
2024-08-21,Optician,57.50,expense
2024-08-21,Cinema,15.73,expense
2024-08-21,Currys,115.32,expense
2024-08-21,Deliveroo,29.68,expense
